0,1
1,1
2,1
3,1
4,1
5,2
6,1
7,1
8,1
9,1
10,2
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,2
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,2
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,2
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,2
55,1
56,1
57,90
58,100
59,102
60,93
61,93
62,87
63,91
64,90
65,89
66,90
67,94
68,101
69,90
70,100
71,102
72,93
73,93
74,87
75,91
76,90
77,89
78,90
79,94
80,101
81,90
82,100
83,102
84,93
85,93
86,87
87,91
88,90
89,89
90,90
91,94
92,101
93,90
94,100
95,102
96,93
97,93
98,87
99,91
100,90
101,89
102,90
103,94
104,101
105,90
106,100
107,102
108,93
109,93
110,87
111,91
112,90
113,89
114,90
115,94
116,101
117,90
118,100
119,102
120,93
121,93
122,87
123,91
124,90
125,89
126,90
127,94
128,101
129,90
130,100
131,102
132,93
133,93
134,87
135,91
136,90
137,89
138,90
139,94
140,101
141,90
142,100
143,102
144,93
145,93
146,87
147,91
148,90
149,89
150,90
151,94
152,101
153,91
154,90
155,89
156,90
157,94
158,101
159,90
160,100
161,102
162,93
163,93
164,87
165,91
166,91
167,90
168,89
169,90
170,94
171,101
172,90
173,100
174,102
175,93
176,93
177,87
178,91
179,91
180,90
181,89
182,90
183,94
184,101
185,90
186,100
187,102
188,93
189,93
190,87
191,91
192,100
193,102
194,93
195,93
196,87
197,91
198,91
199,90
200,89
201,90
202,94
203,101
204,100
205,102
206,93
207,93
208,87
209,91
210,91
211,90
212,89
213,90
214,94
215,101
216,1
217,1
218,1
219,1
220,1
221,2
222,1
223,1
224,1
225,1
226,2
227,1
228,1
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,2
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,2
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,2
261,1
262,1
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,2
271,1
272,1
273,2
274,1
275,1
276,1
277,2
278,1
279,1
280,1
281,1
282,1
283,2
284,1
285,1
286,1
287,1
288,1
289,2
290,1
